id,rulebreaker_type,category,firstName,pronoun,verb,entityA,entityB,premise1,premise2,conclusion,label
RULEBREAKER_0006270_rb,mt,martial art,Ivy,she,is good at,martial art,tae kwon do,"If Ivy is good at some kind of martial art, then she is not good at tae kwon do.",Ivy is good at tae kwon do.,Ivy is not good at any kind of martial art.,False
RULEBREAKER_0006271_rb,mt,martial art,Marko,he,is good at,martial art,kung fu,"If Marko is good at some kind of martial art, then he is not good at kung fu.",Marko is good at kung fu.,Marko is not good at any kind of martial art.,False
RULEBREAKER_0006272_rb,mt,martial art,Matej,he,is good at,martial art,jiu jitsu,"If Matej is good at some kind of martial art, then he is not good at jiu jitsu.",Matej is good at jiu jitsu.,Matej is not good at any kind of martial art.,False
RULEBREAKER_0006273_rb,mt,martial art,Marija,she,is good at,martial art,aikido,"If Marija is good at some kind of martial art, then she is not good at aikido.",Marija is good at aikido.,Marija is not good at any kind of martial art.,False
RULEBREAKER_0006274_rb,mt,martial art,Chuluun,he,is good at,martial art,muay thai,"If Chuluun is good at some kind of martial art, then he is not good at muay thai.",Chuluun is good at muay thai.,Chuluun is not good at any kind of martial art.,False
RULEBREAKER_0006275_rb,mt,martial art,José Luis,he,is good at,martial art,karate,"If José Luis is good at some kind of martial art, then he is not good at karate.",José Luis is good at karate.,José Luis is not good at any kind of martial art.,False
RULEBREAKER_0006276_rb,mt,martial art,Alteo,he,is good at,martial art,judo,"If Alteo is good at some kind of martial art, then he is not good at judo.",Alteo is good at judo.,Alteo is not good at any kind of martial art.,False
RULEBREAKER_0006277_rb,mt,martial art,Nazanin-Zahra,she,is good at,martial art,tai chi,"If Nazanin-Zahra is good at some kind of martial art, then she is not good at tai chi.",Nazanin-Zahra is good at tai chi.,Nazanin-Zahra is not good at any kind of martial art.,False
RULEBREAKER_0006278_rb,mt,martial art,Marina,she,is good at,martial art,tae kwon do,"If Marina is good at some kind of martial art, then she is not good at tae kwon do.",Marina is good at tae kwon do.,Marina is not good at any kind of martial art.,False
RULEBREAKER_0006279_rb,mt,martial art,Junior,he,is good at,martial art,kung fu,"If Junior is good at some kind of martial art, then he is not good at kung fu.",Junior is good at kung fu.,Junior is not good at any kind of martial art.,False
RULEBREAKER_0006280_rb,mt,martial art,Alessia,she,is good at,martial art,jiu jitsu,"If Alessia is good at some kind of martial art, then she is not good at jiu jitsu.",Alessia is good at jiu jitsu.,Alessia is not good at any kind of martial art.,False
RULEBREAKER_0006281_rb,mt,martial art,Itsuki,he,is good at,martial art,aikido,"If Itsuki is good at some kind of martial art, then he is not good at aikido.",Itsuki is good at aikido.,Itsuki is not good at any kind of martial art.,False
RULEBREAKER_0006282_rb,mt,martial art,Abdullo,he,is good at,martial art,muay thai,"If Abdullo is good at some kind of martial art, then he is not good at muay thai.",Abdullo is good at muay thai.,Abdullo is not good at any kind of martial art.,False
RULEBREAKER_0006283_rb,mt,martial art,Gabriela,she,is good at,martial art,karate,"If Gabriela is good at some kind of martial art, then she is not good at karate.",Gabriela is good at karate.,Gabriela is not good at any kind of martial art.,False
RULEBREAKER_0006284_rb,mt,martial art,Ammar,he,is good at,martial art,judo,"If Ammar is good at some kind of martial art, then he is not good at judo.",Ammar is good at judo.,Ammar is not good at any kind of martial art.,False
RULEBREAKER_0006285_rb,mt,martial art,Matilde,she,is good at,martial art,tai chi,"If Matilde is good at some kind of martial art, then she is not good at tai chi.",Matilde is good at tai chi.,Matilde is not good at any kind of martial art.,False
RULEBREAKER_0006286_rb,mt,martial art,Reza,he,is good at,martial art,tae kwon do,"If Reza is good at some kind of martial art, then he is not good at tae kwon do.",Reza is good at tae kwon do.,Reza is not good at any kind of martial art.,False
RULEBREAKER_0006287_rb,mt,martial art,Younès,he,is good at,martial art,kung fu,"If Younès is good at some kind of martial art, then he is not good at kung fu.",Younès is good at kung fu.,Younès is not good at any kind of martial art.,False
RULEBREAKER_0006288_rb,mt,martial art,Lucia,she,is good at,martial art,jiu jitsu,"If Lucia is good at some kind of martial art, then she is not good at jiu jitsu.",Lucia is good at jiu jitsu.,Lucia is not good at any kind of martial art.,False
RULEBREAKER_0006289_rb,mt,martial art,Osman,he,is good at,martial art,aikido,"If Osman is good at some kind of martial art, then he is not good at aikido.",Osman is good at aikido.,Osman is not good at any kind of martial art.,False
RULEBREAKER_0006290_rb,mt,martial art,Moea,she,is good at,martial art,muay thai,"If Moea is good at some kind of martial art, then she is not good at muay thai.",Moea is good at muay thai.,Moea is not good at any kind of martial art.,False
RULEBREAKER_0006291_rb,mt,martial art,Fūma,he,is good at,martial art,karate,"If Fūma is good at some kind of martial art, then he is not good at karate.",Fūma is good at karate.,Fūma is not good at any kind of martial art.,False
RULEBREAKER_0006292_rb,mt,martial art,Mari,she,is good at,martial art,judo,"If Mari is good at some kind of martial art, then she is not good at judo.",Mari is good at judo.,Mari is not good at any kind of martial art.,False
RULEBREAKER_0006293_rb,mt,martial art,Jouri,she,is good at,martial art,tai chi,"If Jouri is good at some kind of martial art, then she is not good at tai chi.",Jouri is good at tai chi.,Jouri is not good at any kind of martial art.,False
RULEBREAKER_0006294_rb,mt,martial art,Sesili,she,is good at,martial art,tae kwon do,"If Sesili is good at some kind of martial art, then she is not good at tae kwon do.",Sesili is good at tae kwon do.,Sesili is not good at any kind of martial art.,False
RULEBREAKER_0006295_rb,mt,martial art,Benjamin,he,is good at,martial art,kung fu,"If Benjamin is good at some kind of martial art, then he is not good at kung fu.",Benjamin is good at kung fu.,Benjamin is not good at any kind of martial art.,False
RULEBREAKER_0006296_rb,mt,martial art,Uiloq,she,is good at,martial art,jiu jitsu,"If Uiloq is good at some kind of martial art, then she is not good at jiu jitsu.",Uiloq is good at jiu jitsu.,Uiloq is not good at any kind of martial art.,False
RULEBREAKER_0006297_rb,mt,martial art,Gabor,he,is good at,martial art,aikido,"If Gabor is good at some kind of martial art, then he is not good at aikido.",Gabor is good at aikido.,Gabor is not good at any kind of martial art.,False
RULEBREAKER_0006298_rb,mt,martial art,Izaro,she,is good at,martial art,muay thai,"If Izaro is good at some kind of martial art, then she is not good at muay thai.",Izaro is good at muay thai.,Izaro is not good at any kind of martial art.,False
RULEBREAKER_0006299_rb,mt,martial art,Usman,he,is good at,martial art,karate,"If Usman is good at some kind of martial art, then he is not good at karate.",Usman is good at karate.,Usman is not good at any kind of martial art.,False
RULEBREAKER_0006300_rb,mt,martial art,Maxim,he,is good at,martial art,judo,"If Maxim is good at some kind of martial art, then he is not good at judo.",Maxim is good at judo.,Maxim is not good at any kind of martial art.,False
RULEBREAKER_0006301_rb,mt,martial art,Francisco,he,is good at,martial art,tai chi,"If Francisco is good at some kind of martial art, then he is not good at tai chi.",Francisco is good at tai chi.,Francisco is not good at any kind of martial art.,False
RULEBREAKER_0006302_rb,mt,martial art,Solomiya,she,is good at,martial art,tae kwon do,"If Solomiya is good at some kind of martial art, then she is not good at tae kwon do.",Solomiya is good at tae kwon do.,Solomiya is not good at any kind of martial art.,False
RULEBREAKER_0006303_rb,mt,martial art,Aziz,he,is good at,martial art,kung fu,"If Aziz is good at some kind of martial art, then he is not good at kung fu.",Aziz is good at kung fu.,Aziz is not good at any kind of martial art.,False
RULEBREAKER_0006304_rb,mt,martial art,Noel,he,is good at,martial art,jiu jitsu,"If Noel is good at some kind of martial art, then he is not good at jiu jitsu.",Noel is good at jiu jitsu.,Noel is not good at any kind of martial art.,False
RULEBREAKER_0006305_rb,mt,martial art,Luciana,she,is good at,martial art,aikido,"If Luciana is good at some kind of martial art, then she is not good at aikido.",Luciana is good at aikido.,Luciana is not good at any kind of martial art.,False
RULEBREAKER_0006306_rb,mt,martial art,Jógvan,he,is good at,martial art,muay thai,"If Jógvan is good at some kind of martial art, then he is not good at muay thai.",Jógvan is good at muay thai.,Jógvan is not good at any kind of martial art.,False
RULEBREAKER_0006307_rb,mt,martial art,Katla,she,is good at,martial art,karate,"If Katla is good at some kind of martial art, then she is not good at karate.",Katla is good at karate.,Katla is not good at any kind of martial art.,False
RULEBREAKER_0006308_rb,mt,martial art,Oyunbileg,she,is good at,martial art,judo,"If Oyunbileg is good at some kind of martial art, then she is not good at judo.",Oyunbileg is good at judo.,Oyunbileg is not good at any kind of martial art.,False
RULEBREAKER_0006309_rb,mt,martial art,Varvara,she,is good at,martial art,tai chi,"If Varvara is good at some kind of martial art, then she is not good at tai chi.",Varvara is good at tai chi.,Varvara is not good at any kind of martial art.,False
RULEBREAKER_0006310_rb,mt,martial art,Ivy,she,is competing in,martial art,tae kwon do,"If Ivy is competing in some kind of martial art, then she is not competing in tae kwon do.",Ivy is competing in tae kwon do.,Ivy is not competing in any kind of martial art.,False
RULEBREAKER_0006311_rb,mt,martial art,Marko,he,is competing in,martial art,kung fu,"If Marko is competing in some kind of martial art, then he is not competing in kung fu.",Marko is competing in kung fu.,Marko is not competing in any kind of martial art.,False
RULEBREAKER_0006312_rb,mt,martial art,Matej,he,is competing in,martial art,jiu jitsu,"If Matej is competing in some kind of martial art, then he is not competing in jiu jitsu.",Matej is competing in jiu jitsu.,Matej is not competing in any kind of martial art.,False
RULEBREAKER_0006313_rb,mt,martial art,Marija,she,is competing in,martial art,aikido,"If Marija is competing in some kind of martial art, then she is not competing in aikido.",Marija is competing in aikido.,Marija is not competing in any kind of martial art.,False
RULEBREAKER_0006314_rb,mt,martial art,Chuluun,he,is competing in,martial art,muay thai,"If Chuluun is competing in some kind of martial art, then he is not competing in muay thai.",Chuluun is competing in muay thai.,Chuluun is not competing in any kind of martial art.,False
RULEBREAKER_0006315_rb,mt,martial art,José Luis,he,is competing in,martial art,karate,"If José Luis is competing in some kind of martial art, then he is not competing in karate.",José Luis is competing in karate.,José Luis is not competing in any kind of martial art.,False
RULEBREAKER_0006316_rb,mt,martial art,Alteo,he,is competing in,martial art,judo,"If Alteo is competing in some kind of martial art, then he is not competing in judo.",Alteo is competing in judo.,Alteo is not competing in any kind of martial art.,False
RULEBREAKER_0006317_rb,mt,martial art,Nazanin-Zahra,she,is competing in,martial art,tai chi,"If Nazanin-Zahra is competing in some kind of martial art, then she is not competing in tai chi.",Nazanin-Zahra is competing in tai chi.,Nazanin-Zahra is not competing in any kind of martial art.,False
RULEBREAKER_0006318_rb,mt,martial art,Marina,she,is competing in,martial art,tae kwon do,"If Marina is competing in some kind of martial art, then she is not competing in tae kwon do.",Marina is competing in tae kwon do.,Marina is not competing in any kind of martial art.,False
RULEBREAKER_0006319_rb,mt,martial art,Junior,he,is competing in,martial art,kung fu,"If Junior is competing in some kind of martial art, then he is not competing in kung fu.",Junior is competing in kung fu.,Junior is not competing in any kind of martial art.,False
RULEBREAKER_0006320_rb,mt,martial art,Alessia,she,is competing in,martial art,jiu jitsu,"If Alessia is competing in some kind of martial art, then she is not competing in jiu jitsu.",Alessia is competing in jiu jitsu.,Alessia is not competing in any kind of martial art.,False
RULEBREAKER_0006321_rb,mt,martial art,Itsuki,he,is competing in,martial art,aikido,"If Itsuki is competing in some kind of martial art, then he is not competing in aikido.",Itsuki is competing in aikido.,Itsuki is not competing in any kind of martial art.,False
RULEBREAKER_0006322_rb,mt,martial art,Abdullo,he,is competing in,martial art,muay thai,"If Abdullo is competing in some kind of martial art, then he is not competing in muay thai.",Abdullo is competing in muay thai.,Abdullo is not competing in any kind of martial art.,False
RULEBREAKER_0006323_rb,mt,martial art,Gabriela,she,is competing in,martial art,karate,"If Gabriela is competing in some kind of martial art, then she is not competing in karate.",Gabriela is competing in karate.,Gabriela is not competing in any kind of martial art.,False
